,CountryCode,IataCode,CityCode,CityName,AirportName
992,GR,VOL,VOL,Volos,Nea Anchialos National
993,AU,TRO,TRO,Taree,Taree
994,RU,KRO,KRO,"Kurgan, Kurgan Oblast",Kurgan
995,VU,SON,SON,Luganville,Santo-Pekoa International
996,CL,ARI,ARI,Arica,Chacalluta International
997,GB,MME,MME,"Durham, England",Durham Tees Valley
998,MY,KBR,KBR,Kota Bharu,Sultan Ismail Petra
999,CA,YWH,YYJ,Victoria,Victoria Inner Harbour SPB
1000,UA,LWO,LWO,Lviv,Lviv Danylo Halytskyi International
1001,NG,PHC,PHC,Port Harcourt,Port Harcourt International
1002,US,CGI,CGI,Cape Girardeau,Cape Girardeau Regional
1003,TZ,SEU,SEU,Seronera,Seronera Airstrip
1004,BR,JIA,JIA,Juína,Juína Airport
1005,CA,YFO,YFO,Flin Flon,Flin Flon
1006,SA,BHH,BHH,Bisha,Bisha Domestic
1007,US,LGA,NYC,New York,LaGuardia
1008,BO,VVI,SRZ,Santa Cruz de la Sierra,Viru Viru International
1009,US,OWB,OWB,Owensboro,Owensboro–Daviess County Regional
1010,IN,GAY,GAY,Gaya,Gaya
1011,GR,LRS,LRS,Leros,Leros Municipal
1012,TR,KSY,KSY,Kars,Kars Harakani
1013,US,DHN,DHN,Dothan,Dothan Regional
1014,ID,PSJ,PSJ,Poso,Poso Kasinguncu
1015,ES,ACE,ACE,Lanzarote,Lanzarote
1016,AU,MNG,MNG,Maningrida,Maningrida
1017,TH,UNN,UNN,Ranong Province,Ranong
1018,MR,NKC,NKC,Nouakchott,Nouakchott International
1019,NO,KRS,KRS,Kristiansand,"Kristiansand Airport, Kjevik"
1020,CN,AEB,AEB,Baise,Baise Bama
1021,CA,YCY,YCY,"Clyde River, Nunavut",Clyde River
1022,BO,RBQ,RBQ,Rurrenabaque,Rurrenabaque
1023,IR,SYZ,SYZ,Shiraz,Shiraz International
1024,CN,PVG,SHA,Shanghai,Shanghai Pudong International
1025,US,RNO,RNO,Reno,Reno–Tahoe International
1026,CK,AIU,AIU,Atiu,Enua
1027,US,EWR,NYC,New York,Newark Liberty International
1028,AU,EMD,EMD,Emerald,Emerald
1029,SA,ULH,ULH,Al-`Ula,Prince Abdul Majeed bin Abdulaziz Domestic
1030,CA,YBX,YBX,Blanc-Sablon,Lourdes-de-Blanc-Sablon
1031,PG,BUA,BUA,Buka Island,Buka
1032,RU,ERG,ERG,Yerbogachen,Erbogachen
1033,US,GEG,GEG,Spokane,Spokane International
1034,TZ,MBI,MBI,Mbeya,Mbeya
1035,GB,EXT,EXT,Exeter,Exeter
1036,US,SRQ,SRQ,Sarasota,Sarasota–Bradenton International
1037,US,IDA,IDA,Idaho Falls,Idaho Falls Regional
1038,US,ICT,ICT,Wichita,Wichita Dwight D. Eisenhower National
1039,NR,INU,INU,Yaren,Nauru International
1040,LB,BEY,BEY,Beirut,Beirut–Rafic Hariri International
1041,CN,LCX,LCX,Longyan,Longyan Guanzhishan
1042,AE,SHJ,DXB,Dubai,Sharjah International
1043,PT,FNC,FNC,Funchal,Cristiano Ronaldo International
1044,MY,LKH,LKH,Long Akah,Long Akah
1045,GL,JUV,JUV,Upernavik,Upernavik
1046,JP,WKJ,WKJ,Wakkanai,Wakkanai
1047,BR,BPS,BPS,Porto Seguro,Porto Seguro
1048,CN,DCY,DCY,Daocheng County,Daocheng Yading
1049,IN,AIP,AIP,Jalandhar,Adampur
1050,US,PRC,PRC,Prescott,Ernest A. Love Field
1051,SH,HLE,HLE,Jamestown,Saint Helena
1052,IN,VNS,VNS,Varanasi,Lal Bahadur Shastri International
1053,VU,LNE,LNE,Lonorore,Lonorore
1054,CV,MMO,MMO,Maio,Maio
1055,US,LYH,LYH,Lynchburg,Lynchburg Regional
1056,CN,FYN,FYN,Fuyun County,Fuyun Koktokay
1057,SO,HGA,HGA,Hargeisa,Hargeisa
1058,JP,RIS,RIS,Rishiri,Rishiri
1059,CA,YPH,YPH,Inukjuak,Inukjuak
1060,US,MHT,MHT,Manchester,Manchester–Boston Regional
1061,ET,SZE,SZE,Semera,Semera
1062,ZA,SZK,SZK,Skukuza,Skukuza
1063,CN,DQA,DQA,Daqing,Daqing Sartu
1064,ET,LLI,LLI,Lalibela,Lalibela
1065,IT,TPS,TPS,Trapani,Vincenzo Florio Airport Trapani–Birgi
1066,US,SAN,SAN,San Diego,San Diego International
1067,CN,GXH,GXH,Xiahe County,Gannan Xiahe
1068,AU,KGI,KGI,Kalgoorlie,Kalgoorlie-Boulder
1069,CK,MUK,MUK,Mauke Island,Mauke Airport
1070,IN,JAI,JAI,Jaipur,Jaipur International
1071,FR,LSS,LSS,Les Saintes,Terre-de-Haut Airport
1072,CN,AQG,AQG,Anqing,Anqing Tianzhushan
1073,PL,POZ,POZ,Poznań,Poznań–Ławica
1074,TW,KNH,KNH,Kinmen,Kinmen
1075,US,MEM,MEM,Memphis,Memphis International
1076,MA,OZZ,OZZ,Ouarzazate,Ouarzazate
1077,MX,PXM,PXM,"Puerto Escondido, Oaxaca",Puerto Escondido International
1078,DM,DCF,DOM,Saint Joseph Parish,Canefield
1079,MY,SZB,KUL,Kuala Lumpur,Sultan Abdul Aziz Shah
1080,IN,RDP,RDP,Durgapur,Kazi Nazrul Islam
1081,ZA,ASS,ASS,Arathusa Safari Lodge,Arathusa Safari Lodge
1082,US,EWB,EWB,New Bedford,New Bedford Regional
1083,AU,XTG,XTG,Thargomindah,Thargomindah
1084,CN,SYX,SYX,Sanya,Sanya Phoenix International
1085,CL,WPR,WPR,Porvenir,Capitan Fuentes Martinez
1086,PK,ISB,ISB,Islamabad,Islamabad International Airport
1087,MG,SVB,SVB,Sambava,Sambava
1088,EC,CUE,CUE,Cuenca,Mariscal Lamar International
1089,IT,VRN,VRN,Verona,Verona Villafranca
1090,FR,PUF,PUF,"Pau, Pyrénées-Atlantiques",Pau Pyrénées
1091,GR,MJT,MJT,Mytilene,Mytilene International
1092,CA,YQL,YQL,Lethbridge,Lethbridge
1093,US,PPG,PPG,Pago Pago,Pago Pago International
1094,CR,LIR,LIR,Liberia,Daniel Oduber Quirós International
1095,CN,JJN,JJN,Quanzhou,Quanzhou Jinjiang International
1096,PL,SZY,SZY,"Szymany, Szczytno County",Olsztyn-Mazury
1097,US,BGM,BGM,Binghamton,Greater Binghamton
1098,NZ,WSZ,WSZ,Westport,Westport
1099,AE,DWC,DXB,Dubai,Al Maktoum International
1100,GB,ILY,ILY,Islay,Islay
1101,KR,PUS,PUS,Busan,Gimhae International
1102,CA,YPX,YPX,Puvirnituq,Puvirnituq
1103,AR,FTE,FTE,El Calafate,Comandante Armando Tola International
1104,ID,DJB,DJB,Jambi City,Sultan Thaha
1105,SB,NNB,NNB,Santa Ana Island,Santa Ana
1106,NO,LKN,LKN,Leknes,Leknes
1107,AR,EQS,EQS,Esquel,Esquel
1108,BR,FOR,FOR,Fortaleza,Pinto Martins – Fortaleza International
1109,RU,NSK,NSK,Norilsk,Alykel
1110,IQ,BSR,BSR,Basra,Basra International
1111,ID,CXP,CXP,Central Java,Cilacap
1112,CN,MIG,MIG,Mianyang,Mianyang Nanjiao
1113,EG,HRG,HRG,Hurghada,Hurghada International
1114,JP,OIT,OIT,Oita,Oita
1115,BR,BVB,BVB,Boa Vista,Boa Vista International
1116,ZW,HRE,HRE,Harare,Harare International
1117,MG,FTU,FTU,Tôlanaro,Tôlanaro
1118,RU,OGZ,OGZ,Vladikavkaz,Beslan
1119,MY,SDK,SDK,Sandakan,Sandakan
1120,ID,LSW,LSW,Lhokseumawe,Malikus Saleh
1121,CN,TNA,TNA,Jinan,Jinan Yaoqiang International
1122,US,SLC,SLC,Salt Lake City,Salt Lake City International
1123,US,CLD,SAN,San Diego,McClellan–Palomar
1124,US,FSD,FSD,Sioux Falls,Sioux Falls Regional
1125,CH,MLH,EAP,Basel,Mulhouse/Basel EuroAirport French  FR
1126,BO,GYA,GYA,Guayaramerín,Guayaramerín
1127,US,CRP,CRP,Corpus Christi,Corpus Christi International
1128,HR,DBV,DBV,Dubrovnik,Dubrovnik
1129,BR,TJL,TJL,Três Lagoas,Três Lagoas
1130,SD,PZU,PZU,Port,Port Sudan New International
1131,DJ,JIB,JIB,Balbala,Djibouti–Ambouli International
1132,TR,IGD,IGD,Iğdır,Iğdır
1133,IT,CRV,CRV,Crotone,Crotone Airport
1134,US,LBE,LBE,Latrobe,Arnold Palmer Regional
1135,GB,TRE,TRE,Tiree,Tiree
1136,KE,WIL,NBO,Nairobi,Wilson
1137,CN,ZQZ,ZQZ,Zhangjiakou,Zhangjiakou Ningyuan
1138,NC,UVE,UVE,Ouvéa Island,Ouvéa
1139,US,OGG,OGG,Kahului,Kahului
1140,RO,CND,CND,Constanța,Mihail Kogălniceanu International
1141,US,SHV,SHV,Shreveport,Shreveport Regional
1142,PA,PAC,PTY,Panama City,Albrook  Marcos A. Gelabert  International
1143,CN,YZY,YZY,Zhangye,Zhangye Ganzhou
1144,CN,CDE,CDE,Chengde,Chengde Puning
1145,CA,ZRJ,ZRJ,Weagamow Lake,Round Lake (Weagamow Lake)
1146,KZ,TSE,TSE,Nur-Sultan,Nursultan Nazarbayev International Airport
1147,BR,IGU,IGU,Foz do Iguaçu,Foz do Iguaçu International
1148,GE,KUT,KUT,Kutaisi,David the Builder Kutaisi International
1149,PH,DVO,DVO,Davao,Francisco Bangoy International
1150,TR,BAL,BAL,Batman,Batman
1151,CN,DLC,DLC,Dalian,Dalian Zhoushuizi International
1152,US,BIS,BIS,Bismarck,Bismarck Municipal
1153,SB,ATD,ATD,Atoifi,Uru Harbour
1154,JP,KTD,KTD,Kitadaito,Kitadaito
1155,PH,ZAM,ZAM,Zamboanga City,Zamboanga International
1156,MY,BKI,BKI,Kota Kinabalu,Kota Kinabalu International
1157,TJ,DYU,DYU,Dushanbe,Dushanbe International
1158,RU,KHV,KHV,Khabarovsk,Khabarovsk Novy
1159,AU,NTN,NTN,Normanton,Normanton
1160,NA,MPA,MPA,Katima Mulilo,Katima Mulilo
1161,GB,NWI,NWI,Norwich,Norwich
1162,RU,KXK,KXK,Komsomolsk-on-Amur,Komsomolsk-on-Amur
1163,US,HYA,HYA,Hyannis,Barnstable Municipal
1164,CO,CUC,CUC,Cúcuta,Camilo Daza International
1165,KP,FNJ,FNJ,Pyongyang,Pyongyang International
1166,TR,KYA,KYA,Konya,Konya
1167,BR,ROO,ROO,Rondonópolis,Rondonópolis
1168,AU,BDD,BDD,Badu Island,Badu Island Airport
1169,PA,CTD,CTD,Chitré,Chitre Alonso Valderrama
1170,ZA,SIS,SIS,Dingleton,Sishen
1171,PE,LIM,LIM,Lima,Jorge Chávez International
1172,US,BRL,BRL,Burlington,Southeast Iowa Regional
1173,US,CLE,CLE,Cleveland,Cleveland Hopkins International
1174,FR,GBJ,GBJ,Grand Bourg,Les Bases Airport
1175,ID,KNG,KNG,Kaimana,Kaimana
1176,BR,GGB,GGB,Água Boa,Água Boa Airport
1177,JP,MMB,MMB,Memanbetsu,Memanbetsu
1178,AU,HGD,HGD,Hughenden,Hughenden
1179,US,CPR,CPR,Casper,Casper–Natrona County International
1180,JP,OKJ,OKJ,Okayama,Okayama
1181,SE,ARN,STO,Stockholm,Stockholm Arlanda
1182,AR,PSS,PSS,Posadas,Libertador General José de San Martín
1183,GB,CBG,CBG,Cambridge,Cambridge
1184,PE,TPP,TPP,Tarapoto,Cad. FAP Guillermo del Castillo Paredes
1185,AU,MOV,MOV,Moranbah,Moranbah
1186,US,HOB,HOB,Hobbs,Lea County Regional
1187,US,SEA,SEA,Seattle,Seattle–Tacoma International
1188,CA,YDP,YDP,Nain,Nain
1189,GL,SAE,SAE,Saattut,Saattut Heliport
1190,JP,FKS,FKS,Fukushima,Fukushima
1191,LS,MSU,MSU,Maseru,Mejametalana
1192,TH,KKC,KKC,Khon Kaen,Khon Kaen
1193,TR,NAV,NAV,Nevşehir,Nevşehir Kapadokya
1194,MM,TVY,TVY,Dawei Township,Dawei
1195,GE,TBS,TBS,Tbilisi,Tbilisi International
1196,SC,SEZ,SEZ,Mahé,Seychelles International
1197,BR,PAV,PAV,Paulo Afonso,Paulo Afonso
1198,PT,PDL,PDL,Ponta Delgada,João Paulo II
1199,CH,ZRH,ZRH,Zürich,Zürich Airport
1200,ID,ABU,ABU,Atambua,Haliwen
1201,JP,OIR,OIR,Okushiri,Okushiri
1202,CN,HPG,HPG,Shennongjia,Shennongjia Hongping
1203,ES,AEI,AEI,Algeciras,Algeciras Heliport
1204,ID,WMX,WMX,Wamena,Wamena
1205,BS,BIM,BIM,Bimini,South Bimini
1206,MN,ULZ,ULZ,Uliastai,Donoi
1207,SB,EGM,EGM,Seghe,Seghe
1208,SE,KLR,KLR,Kalmar,Kalmar
1209,BS,MHH,MHH,Marsh Harbour,Marsh Harbour
1210,CO,VVC,VVC,Villavicencio,La Vanguardia
1211,CN,CGQ,CGQ,Changchun,Changchun Longjia International
1212,RU,IAR,IAR,Yaroslavl,Tunoshna
1213,CA,YFB,YFB,Iqaluit,Iqaluit
1214,NO,OSY,OSY,Namsos,"Namsos Airport, Høknesøra"
1215,US,EUG,EUG,Eugene,Eugene
1216,SI,MBX,MBX,Maribor,Maribor Edvard Rusjan
1217,CN,WSK,WSK,Wushan,Chongqing Wushan Airport
1218,US,ERI,ERI,Erie,Erie International
1219,FR,RNS,RNS,Rennes,Rennes–Saint-Jacques
1220,MW,CEH,CEH,Chelinda,Chelinda
1221,US,HSV,HSV,Huntsville,Huntsville International
1222,US,LFT,LFT,Lafayette,Lafayette Regional
1223,TZ,IRI,IRI,Nduli,Iringa Airport
1224,GR,LXS,LXS,Lemnos,Lemnos International
1225,AU,DBO,DBO,Dubbo,Dubbo City Regional
1226,EG,CAI,CAI,Cairo,Cairo International
1227,LK,GIU,GIU,Sigiriya,Sigiriya
1228,CD,FKI,FKI,Kisangani,Bangoka International
1229,CN,TNH,TNH,Tonghua,Tonghua Sanyuanpu
1230,BD,DAC,DAC,Dhaka,Shahjalal International
1231,AF,BIN,BIN,Bamyan,Bamyan
1232,AU,TSV,TSV,Townsville,Townsville
1233,BD,JSR,JSR,Jessore,Jessore
1234,MM,SNW,SNW,Thandwe,Thandwe
1235,US,KAE,KAE,Kake,Kake Sea Plane Base
1236,CN,YNT,YNT,Yantai,Yantai Laishan
1237,IQ,ISU,ISU,Sulaymaniyah,Sulaimaniyah International
1238,NG,ABB,ABB,Asaba,Asaba International
1239,SA,EJH,EJH,Al Wajh,Al Wajh Domestic
1240,CA,YXP,YXP,Pangnirtung,Pangnirtung
1241,RU,BQJ,BQJ,Batagay,Batagay
1242,CD,FMI,FMI,Kalemie,Kalemie
1243,MX,CEN,CEN,Ciudad Obregón,Ciudad Obregón International
1244,LY,TIP,TIP,Tripoli,Tripoli International
1245,FR,FNI,FNI,Nîmes,Nîmes–Alès–Camargue–Cévennes
1246,RU,UKG,UKG,Ust-Kuyga,Ust-Kuyga
1247,HR,RJK,RJK,Rijeka,Rijeka
1248,IT,CTA,CTA,Catania,Catania–Fontanarossa
1249,AF,ZAJ,ZAJ,Zaranj,Zaranj
1250,RU,NOJ,NOJ,Noyabrsk,Noyabrsk
1251,CN,UYN,UYN,Yulin,Yulin Yuyang
1252,RU,ARH,ARH,Arkhangelsk,Talagi
1253,BS,GGT,GGT,George Town,Exuma International
1254,DK,KRP,KRP,Karup,Midtjyllands
1255,AR,ROS,ROS,Rosario,Rosario – Islas Malvinas International
1256,ID,SRG,SRG,Semarang,Ahmad Yani International
1257,NO,RVK,RVK,Rørvik,"Rørvik Airport, Ryum"
1258,FR,GNB,GNB,Grenoble,Alpes–Isère
1259,FR,RUN,RUN,Saint-Denis,Roland Garros
1260,IN,GAU,GAU,Guwahati,Lokpriya Gopinath Bordoloi International
1261,CO,MTR,MTR,Montería,Los Garzones
1262,CN,WUX,WUX,Wuxi,Sunan Shuofang International
1263,KE,WJR,WJR,Wajir,Wajir
1264,KE,UKA,UKA,Ukunda,Ukunda
1265,TR,ASR,ASR,Kayseri,Erkilet International
1266,VU,LNB,LNB,Lamen Bay,Lamen Bay
1267,TR,GZT,GZT,Gaziantep,Oğuzeli
1268,MA,CMN,CAS,Casablanca,Mohammed V International
1269,CA,YDA,YDA,Dawson City,Dawson City
1270,MV,GAN,GAN,Gan,RAF Gan
1271,US,DAY,DAY,Dayton,Dayton International
1272,MM,AKY,AKY,Sittwe,Sittwe
1273,FR,EGC,EGC,Bergerac,Bergerac Dordogne Périgord
1274,JP,ITM,OSA,Osaka,Itami
1275,US,MDW,CHI,Chicago,Chicago Midway International
1276,CA,YWS,YWS,Whistler,Whistler
1277,SV,SAL,SAL,San Salvador,Monseñor Óscar Arnulfo Romero International
1278,IT,PNL,PNL,Pantelleria,Pantelleria
1279,US,RDU,RDU,Raleigh,Raleigh–Durham International
1280,CN,LZO,LZO,Luzhou,Luzhou Yunlong
1281,EG,HMB,HMB,Sohag,Sohag International
1282,US,SPB,STT,Saint Thomas,Charlotte Amalie Harbor Seaplane Base
1283,MX,PBC,PBC,Puebla,Puebla International
1284,NO,VAW,VAW,Vardø,"Vardø Airport, Svartnes"
1285,LA,ZVK,ZVK,Savannakhet,Savannakhet
1286,BR,TFF,TFF,Tefé,Tefé
1287,AU,KTR,KTR,Katherine,RAAF Base Tindal
1288,AR,REL,REL,Trelew,Almirante Marcos A. Zar
1289,IT,FOG,FOG,Foggia,"Foggia ""Gino Lisa"""
1290,FR,BVA,PAR,Paris,Beauvais–Tillé
1291,CO,PEI,PEI,Pereira,Matecaña International
1292,US,ITH,ITH,Ithaca,Ithaca Tompkins Regional
1293,AU,OLP,OLP,Olympic Dam,Olympic Dam
1294,NP,KEP,KEP,Nepalgunj,Nepalgunj
1295,BR,SMT,SMT,Sorriso,Sorriso
1296,RO,CRA,CRA,Craiova,Craiova International
1297,CN,SYM,SYM,Simao District,Pu er Simao
1298,US,MSL,MSL,Muscle Shoals,Northwest Alabama Regional
1299,CN,NNG,NNG,Nanning,Nanning Wuxu International
1300,NO,FDE,FDE,Førde,"Førde Airport, Bringeland"
1301,MZ,APL,APL,Nampula,Nampula
1302,TH,URT,URT,Surat Thani Province,Surat Thani International
1303,IN,IXE,IXE,Mangalore,Mangaluru
1304,CN,XFN,XFN,Xiangyang,Xiangyang Liuji
1305,LK,DWO,DWO,Sri Jayawardenepura Kotte,Kotte Diyawanna Oya SPB
1306,NO,OLA,OLA,Ørland,Ørland Main Air Station
1307,TH,MAQ,MAQ,Mae Sot District,Mae Sot
1308,ID,PDG,PDG,Padang,Minangkabau International
1309,US,MIA,MIA,Miami,Miami International
1310,EG,SSH,SSH,Sharm El Sheikh,Sharm el-Sheikh International
1311,ID,KJT,KJT,Kertajati,Kertajati International
1312,VN,VDO,VDO,Ha Long,Van Don International Airport
1313,AR,JUJ,JUJ,San Salvador de Jujuy,Gobernador Horacio Guzmán International
1314,RU,TBW,TBW,Tambov,Tambov Donskoye
1315,US,MBL,MBL,Manistee,Manistee County Blacker
1316,MA,NDR,NDR,Nador,Nador International
1317,ES,LEI,LEI,Almería,Almería
1318,MW,BLZ,BLZ,Blantyre,Chileka International
1319,ID,TJQ,TJQ,Tanjung Pandan,H.A.S. Hanandjoeddin International
1320,CN,XNN,XNN,Xining,Xining Caojiabao International
1321,DZ,ALG,ALG,Algiers,Houari Boumediene
1322,KR,GMP,SEL,Seoul,Gimpo International
1323,CN,ENY,ENY,Yan an,Yan an Ershilipu
1324,FR,ORY,PAR,Paris,Paris Orly
1325,PH,CBO,CBO,Cotabato City,Awang
1326,CO,FLA,FLA,Florencia,Gustavo Artunduaga Paredes
1327,CN,YIN,YIN,Ghulja,Yining
1328,CN,FYJ,FYJ,"Fuyuan, Heilongjiang",Fuyuan Dongji
1329,IN,IXU,IXU,Aurangabad,Aurangabad
1330,PH,OZC,OZC,Ozamiz,Labo
1331,MM,LIW,LIW,Loikaw,Loikaw
1332,AT,LNZ,LNZ,Linz,Linz
1333,GB,LGW,LON,London,Gatwick
1334,IT,RMI,RMI,Rimini,Federico Fellini International
1335,CN,LJG,LJG,Lijiang,Lijiang Sanyi International
1336,PL,LUZ,LUZ,Lublin,Lublin
1337,CN,BPE,BPE,Qinhuangdao,Qinhuangdao Beidaihe
1338,CN,LNL,LNL,Longnan,Longnan Chengzhou Airport
1339,GR,AXD,AXD,Alexandroupoli,Alexandroupolis International
1340,PH,CYP,CYP,Calbayog,Calbayog
1341,GB,BEB,BEB,Benbecula,Benbecula
1342,JP,AOJ,AOJ,Aomori,Aomori
1343,US,LAW,LAW,Lawton,Lawton–Fort Sill Regional
1344,ID,KAZ,KAZ,Kau,Kaubang
1345,CN,HTN,HTN,Hotan,Hotan
1346,JP,HAC,HAC,Hachijō-jima,Hachijojima
1347,OM,SLL,SLL,Salalah,Salalah
1348,ID,SOQ,SOQ,Sorong,Domine Eduard Osok
1349,MX,MID,MID,Mérida,Mérida International
1350,IN,HJR,HJR,Khajuraho Group of Monuments,Khajuraho
1351,PH,BSO,BSO,Basco,Basco
1352,UZ,KSQ,KSQ,Qarshi,Karshi
1353,CN,TCZ,TCZ,Tengchong,Tengchong Tuofeng
1354,US,ABQ,ABQ,Albuquerque,Albuquerque International Sunport
1355,CI,KEO,KEO,Odienné,Odienne
1356,SE,MMX,MMA,Malmö,Malmö
1357,GR,SKU,SKU,Skyros,Skyros Island National
1358,US,SBN,SBN,South Bend,South Bend International
1359,US,GCC,GCC,Gillette,Gillette–Campbell County
1360,CV,SFL,SFL,São Filipe,São Filipe
1361,PM,FSP,FSP,Saint-Pierre,Saint-Pierre
1362,CA,YZT,YZT,Port Hardy,Port Hardy
1363,TR,ADB,IZM,İzmir,Adnan Menderes
1364,US,CHO,CHO,Charlottesville,Charlottesville–Albemarle
1365,RU,PEE,PEE,Perm,Perm International
1366,TW,TNN,TNN,Tainan,Tainan
1367,RO,TGM,TGM,Târgu Mureș,Târgu Mureș International
1368,BO,RIB,RIB,Riberalta,Riberalta
1369,HN,TGU,TGU,Tegucigalpa,Toncontín International
1370,IT,TSF,VCE,Venice,Treviso
1371,RU,GDX,GDX,Magadan,Sokol
1372,MH,KWA,KWA,Kwajalein Atoll,Bucholz Army Airfield
1373,CN,AOG,AOG,Anshan,Anshan Teng ao
1374,US,JMS,JMS,Jamestown,Jamestown Regional
1375,BD,ZYL,ZYL,Sylhet,Osmani International
1376,AU,ASP,ASP,Alice Springs,Alice Springs
1377,GR,KZS,KZS,Kastellorizo,Kastellorizo
1378,GR,PAS,PAS,Parikia,Paros National
1379,VU,IPA,IPA,Ipota,Ipota
1380,MN,ULO,ULO,Ulaangom,Ulaangom
1381,JO,AMM,AMM,Amman,Queen Alia International
1382,CA,ZBF,ZBF,Bathurst,Bathurst
1383,US,GAM,GAM,Gambell,Gambell
1384,MX,ZIH,ZIH,Ixtapa,Ixtapa-Zihuatanejo International
1385,PF,TKX,TKX,Takaroa,Takaroa
1386,RU,TOF,TOF,Tomsk,Bogashevo
1387,ID,BJW,BJW,Bajawa,Turelelo Soa
1388,US,MUE,MUE,Waimea,Waimea-Kohala
1389,ZZ,SIP,SIP,Simferopol,Simferopol International
1390,CA,YRB,YRB,Resolute,Resolute Bay
1391,GL,UAK,UAK,Narsarsuaq,Narsarsuaq
1392,DK,SGD,SGD,Sønderborg,Sønderborg
1393,JE,JER,JER,Saint Helier,Jersey
1394,CA,YWL,YWL,Williams Lake,Williams Lake
1395,MY,AOR,AOR,Alor Setar,Sultan Abdul Halim
1396,ES,SDR,SDR,Santander,Santander
1397,US,TXK,TXK,Texarkana,Texarkana Regional
1398,IT,AOI,AOI,Ancona,Marche Airport
1399,US,GST,GST,Gustavus,Gustavus
1400,RS,KVO,KVO,Kraljevo,Morava Airport
1401,SD,KRT,KRT,Khartoum,Khartoum International
1402,DM,DOM,DOM,Saint Andrew Parish,Douglas–Charles
1403,PH,WNP,WNP,"Naga, Camarines Sur",Naga
1404,US,SCE,SCE,State College,University Park
1405,CL,ZAL,ZAL,Valdivia,Pichoy Airport
1406,CA,SUR,SUR,Nibinamik First Nation,Summer Beaver Airport
1407,NZ,HKK,HKK,Hokitika,Hokitika
1408,GR,JKL,JKL,Kalymnos,Kalymnos Island National
1409,TR,ADA,ADA,Adana,Adana Şakirpaşa
1410,US,GNV,GNV,Gainesville,Gainesville Regional
1411,TN,SFA,SFA,Sfax,Sfax–Thyna International
1412,RU,PWE,PWE,Pevek,Pevek
1413,US,AVP,AVP,Wilkes-Barre,Wilkes-Barre/Scranton International
1414,NG,ENU,ENU,Enugu,Akanu Ibiam International
1415,FI,JYV,JYV,Jyväskylä,Jyvaskyla
1416,CZ,KLV,KLV,Karlovy Vary,Karlovy Vary
1417,VU,SSR,SSR,Sara,Sara
1418,FI,RVN,RVN,Rovaniemi,Rovaniemi
1419,TH,HDY,HDY,Hat Yai,Hat Yai International
1420,AE,AAN,AAN,Al Ain,Al Ain International
1421,AU,KNS,KNS,King Island,King Island
1422,ES,TFN,TCI,Tenerife,Tenerife-North
1423,BO,LPB,LPB,La Paz,El Alto International
1424,US,GRI,GRI,Grand Island,Central Nebraska Regional
1425,US,PSM,PSM,Portsmouth,Portsmouth International Airport at Pease
1426,MY,MYY,MYY,Miri,Miri
1427,TR,ERC,ERC,Erzincan,Erzincan
1428,PG,HKN,HKN,Hoskins,Hoskins
1429,CA,YQT,YQT,Thunder Bay,Thunder Bay International
1430,NP,RJB,RJB,Rajbiraj,Rajbiraj Airport
1431,BE,LGG,LGG,Liège,Liège
1432,RU,HTG,HTG,Khatanga,Khatanga
1433,CV,VXE,VXE,São Vicente,Cesária Évora
1434,US,IRK,IRK,Kirksville,Kirksville Regional
1435,US,PIE,TPA,Tampa,St. Pete–Clearwater International
1436,CN,BSD,BSD,"Baoshan, Yunnan",Baoshan Yunrui
1437,ZA,PZL,PZL,Phinda Private Game Reserve,Phinda Zulu Inyala
1438,US,IPL,IPL,El Centro,Imperial County
1439,US,SAV,SAV,Savannah,Savannah/Hilton Head International
1440,GT,PBR,PBR,Puerto Barrios,Puerto Barrios
1441,GG,ACI,ACI,Alderney,Alderney
1442,ML,BKO,BKO,Bamako,Bamako–Sénou International
1443,US,FLO,FLO,Florence,Florence Regional
1444,GL,JAV,JAV,Ilulissat,Ilulissat
1445,DE,BRE,BRE,Bremen,Bremen
1446,FR,UIP,UIP,Quimper,Quimper–Cornouaille
1447,AR,USH,USH,Ushuaia,Ushuaia – Malvinas Argentinas International
1448,ID,LOP,LOP,"Praya, Lombok",Lombok International
1449,BA,SJJ,SJJ,Sarajevo,Sarajevo International
1450,NO,LKL,LKL,Lakselv,"Lakselv Airport, Banak"
1451,VU,TAH,TAH,Tanna,Whitegrass
1452,RU,UUS,UUS,Yuzhno-Sakhalinsk,Yuzhno-Sakhalinsk
1453,GR,SMI,SMI,Samos,Samos International
1454,BS,AXP,AXP,Spring Point,Spring Point
1455,US,PUW,PUW,Pullman,Pullman–Moscow Regional
1456,FR,CMF,CMF,Chambéry,Chambéry
1457,PK,SKZ,SKZ,Sukkur,Sukkur
1458,DZ,BLJ,BLJ,Batna,Mostépha Ben Boulaid
1459,CA,YAY,YAY,St. Anthony,St. Anthony
1460,US,ABE,ABE,Allentown,Lehigh Valley International
1461,US,BPT,BPT,Beaumont,Jack Brooks Regional
1462,MY,LGL,LGL,Long Lellang,Long Lellang
1463,TR,MSR,MSR,Muş,Muş
1464,RU,TJM,TJM,Tyumen,Roshchino International
1465,BE,OST,OST,Ostend,Ostend-Bruges International
1466,RO,OMR,OMR,Oradea,Oradea International
1467,PH,EUQ,SJI,"San Jose, Occidental Mindoro",Evelio Javier Airport
1468,US,CPX,CPX,Culebra,Benjamín Rivera Noriega
1469,DZ,CBH,CBH,Béchar,Boudghene Ben Ali Lotfi
